zip_code,city,state_name,state_code,latitude,longitude
5000,Aarau,Kanton Aargau,AG,47.3887,8.0483
5001,Aarau 1,Kanton Aargau,AG,47.3888,8.0483
5004,Aarau,Kanton Aargau,AG,47.4007,8.0607
5017,Barmelweid,Kanton Aargau,AG,47.4219,7.9722
5018,Erlinsbach,Kanton Aargau,AG,47.4143,8.0077
5022,Rombach,Kanton Aargau,AG,47.4052,8.0456
5023,Biberstein,Kanton Aargau,AG,47.4188,8.083
5024,Küttigen,Kanton Aargau,AG,47.4221,8.0439
5025,Asp,Kanton Aargau,AG,47.4421,8.0506
5026,Densbüren,Kanton Aargau,AG,47.4566,8.0599
5032,Aarau Rohr,Kanton Aargau,AG,47.4055,8.0841
5033,Buchs AG,Kanton Aargau,AG,47.3937,8.0879
5034,Suhr,Kanton Aargau,AG,47.3749,8.084
5035,Unterentfelden,Kanton Aargau,AG,47.3684,8.0427
5036,Oberentfelden,Kanton Aargau,AG,47.3542,8.0413
5037,Muhen,Kanton Aargau,AG,47.3329,8.0627
5042,Hirschthal,Kanton Aargau,AG,47.3176,8.0671
5722,Gränichen,Kanton Aargau,AG,47.3516,8.1066
5300,Turgi,Kanton Aargau,AG,47.4901,8.2561
5301,Siggenthal Station,Kanton Aargau,AG,47.5152,8.238
5303,Würenlingen,Kanton Aargau,AG,47.5321,8.2492
5400,Baden,Kanton Aargau,AG,47.4721,8.2914
5401,Baden,Kanton Aargau,AG,47.4733,8.3059
5402,Baden,Kanton Aargau,AG,47.4733,8.3059
5404,Baden,Kanton Aargau,AG,47.4549,8.2783
5405,Dättwil AG,Kanton Aargau,AG,47.4537,8.2899
5405,Baden,Kanton Aargau,AG,47.4733,8.3059
5406,Baden,Kanton Aargau,AG,47.4733,8.3059
5406,Rütihof,Kanton Aargau,AG,47.4381,8.2659
5408,Ennetbaden,Kanton Aargau,AG,47.4804,8.3235
5412,Vogelsang AG,Kanton Aargau,AG,47.4974,8.2393
5412,Gebenstorf,Kanton Aargau,AG,47.4782,8.2487
5413,Birmenstorf AG,Kanton Aargau,AG,47.4558,8.2562
5415,Hertenstein AG,Kanton Aargau,AG,47.4888,8.3158
5415,Rieden AG,Kanton Aargau,AG,47.4839,8.304
5415,Nussbaumen AG,Kanton Aargau,AG,47.4935,8.2967
5416,Kirchdorf AG,Kanton Aargau,AG,47.499,8.2801
5417,Untersiggenthal,Kanton Aargau,AG,47.5067,8.2584
5420,Ehrendingen,Kanton Aargau,AG,47.4943,8.3468
5423,Freienwil,Kanton Aargau,AG,47.5014,8.319
5430,Wettingen 1,Kanton Aargau,AG,47.4668,8.3412
5430,Wettingen 3,Kanton Aargau,AG,47.4668,8.3412
5430,Wettingen,Kanton Aargau,AG,47.4666,8.3412
5432,Neuenhof,Kanton Aargau,AG,47.4441,8.3251
5436,Würenlos,Kanton Aargau,AG,47.4473,8.3639
5442,Fislisbach,Kanton Aargau,AG,47.4374,8.2907
5443,Niederrohrdorf,Kanton Aargau,AG,47.4201,8.3013
5444,Künten,Kanton Aargau,AG,47.386,8.3254
5452,Oberrohrdorf,Kanton Aargau,AG,47.4251,8.3205
5453,Remetschwil,Kanton Aargau,AG,47.4083,8.3319
5454,Bellikon,Kanton Aargau,AG,47.3916,8.3494
5506,Mägenwil,Kanton Aargau,AG,47.4123,8.2342
5507,Mellingen,Kanton Aargau,AG,47.4211,8.2742
5512,Wohlenschwil,Kanton Aargau,AG,47.4167,8.2543
5608,Stetten AG,Kanton Aargau,AG,47.4013,8.3051
8109,Kloster Fahr,Kanton Aargau,AG,47.4083,8.4391
8956,Killwangen,Kanton Aargau,AG,47.428,8.3443
8957,Spreitenbach,Kanton Aargau,AG,47.418,8.3672
8962,Bergdietikon,Kanton Aargau,AG,47.3881,8.3785
5445,Eggenwil,Kanton Aargau,AG,47.3716,8.3385
5522,Tägerig,Kanton Aargau,AG,47.3992,8.2789
5524,Niederwil AG,Kanton Aargau,AG,47.3763,8.2905
5524,Nesselnbach,Kanton Aargau,AG,47.3906,8.2968
5525,Fischbach-Göslikon,Kanton Aargau,AG,47.3691,8.3111
5605,Dottikon,Kanton Aargau,AG,47.3779,8.2415
5607,Hägglingen,Kanton Aargau,AG,47.39,8.2576
5610,Wohlen AG 1,Kanton Aargau,AG,47.3533,8.2807
5610,Wohlen AG,Kanton Aargau,AG,47.3503,8.2836
5611,Anglikon,Kanton Aargau,AG,47.3665,8.2631
5612,Villmergen,Kanton Aargau,AG,47.3475,8.2403
5613,Hilfikon,Kanton Aargau,AG,47.3308,8.2453
5614,Sarmenstorf,Kanton Aargau,AG,47.3117,8.2524
5619,Uezwil,Kanton Aargau,AG,47.315,8.2778
5619,Büttikon AG,Kanton Aargau,AG,47.3282,8.2683
5620,Bremgarten AG,Kanton Aargau,AG,47.3535,8.3299
5620,Bremgarten AG 1,Kanton Aargau,AG,47.3535,8.3298
5621,Zufikon,Kanton Aargau,AG,47.3447,8.3582
5626,Hermetschwil-Staffeln,Kanton Aargau,AG,47.3304,8.3415
8905,Arni-Islisberg,Kanton Aargau,AG,47.317,8.4223
8905,Islisberg,Kanton Aargau,AG,47.3233,8.4412
8905,Arni AG,Kanton Aargau,AG,47.317,8.4223
8916,Jonen,Kanton Aargau,AG,47.2997,8.4022
8917,Oberlunkhofen,Kanton Aargau,AG,47.3125,8.3977
8918,Unterlunkhofen,Kanton Aargau,AG,47.3248,8.3832
8964,Rudolfstetten,Kanton Aargau,AG,47.3683,8.3847
8965,Berikon,Kanton Aargau,AG,47.3538,8.3837
8966,Oberwil-Lieli,Kanton Aargau,AG,47.3371,8.3952
8967,Widen,Kanton Aargau,AG,47.3705,8.3583
5105,Auenstein,Kanton Aargau,AG,47.4185,8.1262
5106,Veltheim AG,Kanton Aargau,AG,47.4318,8.1484
5107,Schinznach Dorf,Kanton Aargau,AG,47.4543,8.139
5108,Oberflachs,Kanton Aargau,AG,47.4379,8.1229
5112,Thalheim AG,Kanton Aargau,AG,47.4392,8.0934
5116,Schinznach Bad,Kanton Aargau,AG,47.4538,8.1687
5200,Brugg AG,Kanton Aargau,AG,47.4864,8.2112
5201,Brugg AG,Kanton Aargau,AG,47.4863,8.211
5210,Windisch,Kanton Aargau,AG,47.4759,8.2221
5212,Hausen AG,Kanton Aargau,AG,47.4613,8.2074
5213,Villnachern,Kanton Aargau,AG,47.4725,8.1625
5222,Umiken,Kanton Aargau,AG,47.4812,8.1867
5223,Riniken,Kanton Aargau,AG,47.4939,8.1867
5225,Bözberg,Kanton Aargau,AG,47.4891,8.145
5232,Villigen PSI,Kanton Aargau,AG,47.5296,8.2072
5233,Stilli,Kanton Aargau,AG,47.5165,8.2315
5234,Villigen,Kanton Aargau,AG,47.5301,8.2063
5235,Rüfenach AG,Kanton Aargau,AG,47.5049,8.2127
5236,Remigen,Kanton Aargau,AG,47.5174,8.1759
5237,Mönthal,Kanton Aargau,AG,47.5165,8.1376
5242,Birr,Kanton Aargau,AG,47.4322,8.2121
5242,Lupfig,Kanton Aargau,AG,47.4436,8.2075
5242,Birr-Lupfig,Kanton Aargau,AG,47.4437,8.2076
5243,Mülligen,Kanton Aargau,AG,47.4524,8.2385
5244,Birrhard,Kanton Aargau,AG,47.4361,8.2423
5245,Habsburg,Kanton Aargau,AG,47.4614,8.186
5246,Scherz,Kanton Aargau,AG,47.4469,8.1842
5318,Mandach,Kanton Aargau,AG,47.5515,8.1877
5040,Schöftland,Kanton Aargau,AG,47.3054,8.0557
5043,Holziken,Kanton Aargau,AG,47.3195,8.0343
5044,Schlossrued,Kanton Aargau,AG,47.2902,8.0884
5046,Walde AG,Kanton Aargau,AG,47.2535,8.1161
5046,Schmiedrued-Walde,Kanton Aargau,AG,47.2632,8.1117
5046,Schmiedrued,Kanton Aargau,AG,47.271,8.1087
5708,Birrwil,Kanton Aargau,AG,47.2919,8.1981
5712,Beinwil am See,Kanton Aargau,AG,47.2665,8.2086
5723,Teufenthal AG,Kanton Aargau,AG,47.3281,8.1259
5724,Dürrenäsch,Kanton Aargau,AG,47.3186,8.1544
5725,Leutwil,Kanton Aargau,AG,47.3056,8.1738
5726,Unterkulm,Kanton Aargau,AG,47.3177,8.1032
5727,Oberkulm,Kanton Aargau,AG,47.2984,8.1259
5728,Gontenschwil,Kanton Aargau,AG,47.2676,8.1415
5732,Zetzwil,Kanton Aargau,AG,47.2883,8.162
5733,Leimbach AG,Kanton Aargau,AG,47.2749,8.1701
5734,Reinach AG,Kanton Aargau,AG,47.2612,8.1793
5736,Burg AG,Kanton Aargau,AG,47.2339,8.178
5737,Menziken,Kanton Aargau,AG,47.236,8.1865
4333,Münchwilen AG,Kanton Aargau,AG,47.5375,7.9642
4334,Sisseln AG,Kanton Aargau,AG,47.5522,7.9853
5027,Herznach,Kanton Aargau,AG,47.4721,8.0465
5028,Ueken,Kanton Aargau,AG,47.4854,8.0434
5062,Oberhof,Kanton Aargau,AG,47.4418,8.007
5063,Wölflinswil,Kanton Aargau,AG,47.4628,8.0002
5064,Wittnau,Kanton Aargau,AG,47.4771,7.9661
5070,Frick,Kanton Aargau,AG,47.5097,8.0142
5072,Oeschgen,Kanton Aargau,AG,47.5249,8.0171
5073,Gipf-Oberfrick,Kanton Aargau,AG,47.4931,7.9962
5074,Eiken,Kanton Aargau,AG,47.537,7.9892
5075,Hornussen,Kanton Aargau,AG,47.5016,8.0625
5076,Bözen,Kanton Aargau,AG,47.4964,8.0859
5077,Elfingen,Kanton Aargau,AG,47.51,8.1022
5078,Effingen,Kanton Aargau,AG,47.4928,8.1125
5079,Zeihen,Kanton Aargau,AG,47.4705,8.0931
5080,Laufenburg,Kanton Aargau,AG,47.556,8.0608
5082,Kaisten,Kanton Aargau,AG,47.5386,8.0448
5083,Ittenthal,Kanton Aargau,AG,47.519,8.0622
5084,Rheinsulz,Kanton Aargau,AG,47.5528,8.0867
5085,Sulz AG,Kanton Aargau,AG,47.5343,8.098
5272,Gansingen,Kanton Aargau,AG,47.5372,8.1317
5273,Oberhofen AG,Kanton Aargau,AG,47.5562,8.1252
5274,Mettau,Kanton Aargau,AG,47.569,8.1301
5275,Etzgen,Kanton Aargau,AG,47.5743,8.1137
5276,Wil AG,Kanton Aargau,AG,47.5662,8.1575
5277,Hottwil,Kanton Aargau,AG,47.5423,8.1638
5326,Schwaderloch,Kanton Aargau,AG,47.5858,8.1457
5102,Rupperswil,Kanton Aargau,AG,47.4038,8.1311
5103,Möriken AG,Kanton Aargau,AG,47.4165,8.191
5103,Wildegg,Kanton Aargau,AG,47.4159,8.1651
5113,Holderbank AG,Kanton Aargau,AG,47.4309,8.1707
5502,Hunzenschwil,Kanton Aargau,AG,47.3842,8.1229
5503,Schafisheim,Kanton Aargau,AG,47.3737,8.1391
5504,Othmarsingen,Kanton Aargau,AG,47.4016,8.2146
5505,Brunegg,Kanton Aargau,AG,47.4207,8.2199
5600,Lenzburg 1,Kanton Aargau,AG,47.3856,8.1805
5600,Ammerswil AG,Kanton Aargau,AG,47.3682,8.2057
5600,Lenzburg,Kanton Aargau,AG,47.3855,8.1805
5603,Staufen,Kanton Aargau,AG,47.3788,8.16
5604,Hendschiken,Kanton Aargau,AG,47.3846,8.2159
5606,Dintikon,Kanton Aargau,AG,47.3616,8.2218
5615,Fahrwangen,Kanton Aargau,AG,47.2863,8.2392
5616,Meisterschwanden,Kanton Aargau,AG,47.2902,8.2258
5617,Tennwil,Kanton Aargau,AG,47.3062,8.2191
5702,Niederlenz,Kanton Aargau,AG,47.4034,8.1704
5703,Seon,Kanton Aargau,AG,47.3482,8.1576
5704,Egliswil,Kanton Aargau,AG,47.3517,8.1903
5705,Hallwil,Kanton Aargau,AG,47.3265,8.1779
5706,Boniswil,Kanton Aargau,AG,47.3118,8.1921
5707,Seengen,Kanton Aargau,AG,47.3283,8.2087
5618,Bettwil,Kanton Aargau,AG,47.2902,8.2717
5622,Waltenschwil,Kanton Aargau,AG,47.3341,8.2989
5623,Boswil,Kanton Aargau,AG,47.2998,8.3092
5624,Bünzen,Kanton Aargau,AG,47.3156,8.3263
5624,Waldhäusern AG,Kanton Aargau,AG,47.3274,8.3164
5625,Kallern,Kanton Aargau,AG,47.3095,8.2901
5627,Besenbüren,Kanton Aargau,AG,47.3128,8.3449
5628,Aristau,Kanton Aargau,AG,47.2912,8.3647
5630,Muri AG,Kanton Aargau,AG,47.272,8.3393
5632,Buttwil,Kanton Aargau,AG,47.2688,8.3063
5634,Merenschwand,Kanton Aargau,AG,47.2627,8.3839
5636,Benzenschwil,Kanton Aargau,AG,47.2465,8.3637
5637,Beinwil (Freiamt),Kanton Aargau,AG,47.2295,8.3392
5637,Geltwil,Kanton Aargau,AG,47.249,8.326
5642,Mühlau,Kanton Aargau,AG,47.2342,8.3891
5643,Meienberg,Kanton Aargau,AG,47.1976,8.3767
5643,Sins,Kanton Aargau,AG,47.196,8.3851
5643,Sins,Kanton Aargau,AG,47.196,8.3851
5643,Alikon,Kanton Aargau,AG,47.1965,8.3524
5644,Auw,Kanton Aargau,AG,47.2148,8.3627
5645,Fenkrieden,Kanton Aargau,AG,47.1595,8.3712
5645,Aettenschwil,Kanton Aargau,AG,47.1838,8.3727
5646,Abtwil AG,Kanton Aargau,AG,47.174,8.3538
5647,Oberrüti,Kanton Aargau,AG,47.1669,8.3986
6042,Dietwil,Kanton Aargau,AG,47.1483,8.3963
8919,Rottenschwil,Kanton Aargau,AG,47.3144,8.3659
4303,Kaiseraugst,Kanton Aargau,AG,47.5364,7.7428
4303,Kaiseraugst Liebrüti,Kanton Aargau,AG,47.5361,7.7421
4305,Olsberg,Kanton Aargau,AG,47.526,7.7777
4310,Rheinfelden,Kanton Aargau,AG,47.5493,7.7982
4310,Rheinfelden 1,Kanton Aargau,AG,47.5559,7.8045
4312,Magden,Kanton Aargau,AG,47.5196,7.8096
4313,Möhlin,Kanton Aargau,AG,47.5655,7.8489
4314,Zeiningen,Kanton Aargau,AG,47.5433,7.8762
4315,Zuzgen,Kanton Aargau,AG,47.5243,7.8999
4316,Hellikon,Kanton Aargau,AG,47.5089,7.9167
4317,Wegenstetten,Kanton Aargau,AG,47.4939,7.9312
4322,Mumpf,Kanton Aargau,AG,47.5451,7.9135
4323,Wallbach,Kanton Aargau,AG,47.568,7.8979
4324,Obermumpf,Kanton Aargau,AG,47.5299,7.937
4325,Schupfart,Kanton Aargau,AG,47.5134,7.9625
4332,Stein AG,Kanton Aargau,AG,47.5452,7.9528
4663,Aarburg,Kanton Aargau,AG,47.3236,7.9057
4665,Oftringen 2,Kanton Aargau,AG,47.3134,7.939
4665,Oftringen 1,Kanton Aargau,AG,47.3134,7.939
4665,Oftringen,Kanton Aargau,AG,47.313,7.9391
4800,Zofingen,Kanton Aargau,AG,47.2865,7.9576
4801,Zofingen Ringier AG,Kanton Aargau,AG,47.2888,7.9633
4801,Zofingen,Kanton Aargau,AG,47.2888,7.9633
4802,Strengelbach,Kanton Aargau,AG,47.2834,7.9225
4803,Vordemwald,Kanton Aargau,AG,47.2694,7.8926
4805,Brittnau,Kanton Aargau,AG,47.2546,7.9287
4807,Zofingen PF,Kanton Aargau,AG,47.2888,7.9633
4807,Zofingen PostFinance,Kanton Aargau,AG,47.2888,7.9633
4808,Zofingen PostFinance,Kanton Aargau,AG,47.2888,7.9633
4808,Zofingen PF,Kanton Aargau,AG,47.2888,7.9633
4809,Zofingen PF UBS,Kanton Aargau,AG,47.2888,7.9633
4809,Zofingen PF UBS Verarb.,Kanton Aargau,AG,47.2888,7.9633
4809,Zofingen Postfinance UBS,Kanton Aargau,AG,47.2888,7.9633
4809,Zofingen PF,Kanton Aargau,AG,47.2888,7.9633
4810,Zofingen PF,Kanton Aargau,AG,47.2888,7.9633
4812,Mühlethal,Kanton Aargau,AG,47.299,7.9784
4813,Uerkheim,Kanton Aargau,AG,47.3042,8.01
4814,Bottenwil,Kanton Aargau,AG,47.2847,8.0021
4852,Rothrist,Kanton Aargau,AG,47.2983,7.8836
4853,Riken AG,Kanton Aargau,AG,47.2729,7.8612
4853,Murgenthal,Kanton Aargau,AG,47.2698,7.8388
4853,Murgenthal,Kanton Aargau,AG,47.2698,7.8388
4856,Glashütten,Kanton Aargau,AG,47.2492,7.8546
5053,Wittwil,Kanton Aargau,AG,47.2931,8.0359
5053,Staffelbach,Kanton Aargau,AG,47.2813,8.0391
5054,Kirchleerau,Kanton Aargau,AG,47.2772,8.074
5054,Kirchleerau-Moosleerau,Kanton Aargau,AG,47.2772,8.0741
5054,Moosleerau,Kanton Aargau,AG,47.2645,8.0661
5056,Attelwil,Kanton Aargau,AG,47.2634,8.0397
5057,Reitnau,Kanton Aargau,AG,47.2515,8.0354
5058,Wiliberg,Kanton Aargau,AG,47.2669,8.0166
5742,Kölliken,Kanton Aargau,AG,47.3347,8.021
5745,Safenwil,Kanton Aargau,AG,47.3197,7.9869
5304,Endingen,Kanton Aargau,AG,47.5307,8.2901
5305,Unterendingen,Kanton Aargau,AG,47.5461,8.289
5306,Tegerfelden,Kanton Aargau,AG,47.5619,8.2849
5312,Döttingen,Kanton Aargau,AG,47.56,8.253
5313,Klingnau,Kanton Aargau,AG,47.5886,8.2507
5314,Kleindöttingen,Kanton Aargau,AG,47.5692,8.238
5315,Böttstein,Kanton Aargau,AG,47.5529,8.2181
5316,Leuggern,Kanton Aargau,AG,47.584,8.2169
5317,Hettenschwil,Kanton Aargau,AG,47.5739,8.1939
5322,Koblenz,Kanton Aargau,AG,47.6044,8.2447
5323,Rietheim,Kanton Aargau,AG,47.6029,8.2739
5324,Full-Reuenthal,Kanton Aargau,AG,47.6087,8.2028
5325,Leibstadt,Kanton Aargau,AG,47.5897,8.1784
5330,Bad Zurzach,Kanton Aargau,AG,47.5859,8.292
5332,Rekingen AG,Kanton Aargau,AG,47.5671,8.3218
5333,Baldingen,Kanton Aargau,AG,47.5548,8.3136
5334,Böbikon,Kanton Aargau,AG,47.5504,8.3379
5425,Schneisingen,Kanton Aargau,AG,47.5249,8.3617
5426,Lengnau AG,Kanton Aargau,AG,47.5251,8.3241
5462,Siglistorf,Kanton Aargau,AG,47.5387,8.387
5463,Wislikofen,Kanton Aargau,AG,47.5537,8.3667
5464,Rümikon AG,Kanton Aargau,AG,47.5643,8.3806
5465,Mellikon,Kanton Aargau,AG,47.5633,8.3472
5466,Kaiserstuhl AG,Kanton Aargau,AG,47.5677,8.419
5467,Fisibach,Kanton Aargau,AG,47.5583,8.4047
9050,Appenzell Schlatt,Kanton Appenzell Innerrhoden,AI,47.3563,9.4015
9050,Appenzell Steinegg,Kanton Appenzell Innerrhoden,AI,47.3211,9.4522
9050,Appenzell,Kanton Appenzell Innerrhoden,AI,47.3238,9.4038
9050,Appenzell Enggenhütten,Kanton Appenzell Innerrhoden,AI,47.3491,9.3614
9050,Appenzell Eggerstanden,Kanton Appenzell Innerrhoden,AI,47.334,9.4797
9050,Appenzell Meistersrüte,Kanton Appenzell Innerrhoden,AI,47.348,9.4364
9054,Haslen AI,Kanton Appenzell Innerrhoden,AI,47.3692,9.3788
9057,Weissbad,Kanton Appenzell Innerrhoden,AI,47.2868,9.3818
9057,Schwende,Kanton Appenzell Innerrhoden,AI,47.2965,9.4345
9057,Wasserauen,Kanton Appenzell Innerrhoden,AI,47.2644,9.3918
9058,Brülisau,Kanton Appenzell Innerrhoden,AI,47.2799,9.4497
9108,Gontenbad,Kanton Appenzell Innerrhoden,AI,47.3259,9.3707
9108,Jakobsbad,Kanton Appenzell Innerrhoden,AI,47.3064,9.3299
9108,Gonten,Kanton Appenzell Innerrhoden,AI,47.3237,9.3494
9413,Oberegg,Kanton Appenzell Innerrhoden,AI,47.4165,9.5533
9413,Oberegg,Kanton Appenzell Innerrhoden,AI,47.4165,9.5533
9442,Büriswilen,Kanton Appenzell Innerrhoden,AI,47.4331,9.6025
9063,Stein AR,Kanton Appenzell Ausserrhoden,AR,47.3761,9.3417
9064,Hundwil,Kanton Appenzell Ausserrhoden,AR,47.3517,9.319
9100,Herisau,Kanton Appenzell Ausserrhoden,AR,47.3833,9.2813
9102,Herisau,Kanton Appenzell Ausserrhoden,AR,47.3861,9.2792
9103,Schwellbrunn,Kanton Appenzell Ausserrhoden,AR,47.3516,9.2362
9104,Waldstatt,Kanton Appenzell Ausserrhoden,AR,47.3567,9.2854
9105,Schönengrund,Kanton Appenzell Ausserrhoden,AR,47.3254,9.2267
9107,Urnäsch,Kanton Appenzell Ausserrhoden,AR,47.2948,9.2779
9112,Schachen b. Herisau,Kanton Appenzell Ausserrhoden,AR,47.3797,9.2366
9037,Speicherschwendi,Kanton Appenzell Ausserrhoden,AR,47.428,9.4383
9042,Speicher,Kanton Appenzell Ausserrhoden,AR,47.4099,9.441
9043,Trogen,Kanton Appenzell Ausserrhoden,AR,47.4003,9.4764
9052,Niederteufen,Kanton Appenzell Ausserrhoden,AR,47.3909,9.362
9053,Teufen AR,Kanton Appenzell Ausserrhoden,AR,47.3928,9.4
9055,Bühler,Kanton Appenzell Ausserrhoden,AR,47.3783,9.4266
9056,Gais,Kanton Appenzell Ausserrhoden,AR,47.368,9.4714
9062,Lustmühle,Kanton Appenzell Ausserrhoden,AR,47.3988,9.3542
9035,Grub AR,Kanton Appenzell Ausserrhoden,AR,47.4412,9.5017
9038,Rehetobel,Kanton Appenzell Ausserrhoden,AR,47.4283,9.4843
9044,Wald AR,Kanton Appenzell Ausserrhoden,AR,47.4146,9.5044
9405,Wienacht-Tobel,Kanton Appenzell Ausserrhoden,AR,47.465,9.5362
9410,Heiden,Kanton Appenzell Ausserrhoden,AR,47.4408,9.5349
9411,Reute AR,Kanton Appenzell Ausserrhoden,AR,47.4088,9.5662
9411,Schachen b. Reute,Kanton Appenzell Ausserrhoden,AR,47.4256,9.5608
9426,Lutzenberg,Kanton Appenzell Ausserrhoden,AR,47.4593,9.5748
9427,Wolfhalden,Kanton Appenzell Ausserrhoden,AR,47.4506,9.5612
9428,Walzenhausen,Kanton Appenzell Ausserrhoden,AR,47.4433,9.5971
2333,La Ferrière,Canton de Berne,BE,47.1498,6.9105
2345,Le Cerneux-Veusil,Canton de Berne,BE,47.1791,6.967
2515,Prêles,Canton de Berne,BE,47.095,7.1153
2516,Lamboing,Canton de Berne,BE,47.1256,7.1575
2517,Diesse,Canton de Berne,BE,47.1201,7.118
2518,Nods,Canton de Berne,BE,47.1209,7.0746
2520,La Neuveville,Canton de Berne,BE,47.0741,7.1023
2534,Les Prés-d'Orvin,Canton de Berne,BE,47.1555,7.1664
2534,Orvin,Canton de Berne,BE,47.157,7.2125
2535,Frinvillier,Canton de Berne,BE,47.1695,7.2544
2536,Plagne,Canton de Berne,BE,47.1905,7.2848
2537,Vauffelin,Canton de Berne,BE,47.1841,7.298
2538,Romont BE,Canton de Berne,BE,47.1932,7.3318
2603,Péry,Canton de Berne,BE,47.1998,7.2694
2604,La Heutte,Canton de Berne,BE,47.1887,7.2178
2605,Sonceboz-Sombeval,Canton de Berne,BE,47.1884,7.1806
2606,Corgémont,Canton de Berne,BE,47.1927,7.1413
2607,Cortébert,Canton de Berne,BE,47.1893,7.1071
2608,Montagne-de-Courtelary,Canton de Berne,BE,47.1599,7.0959
2608,Courtelary,Canton de Berne,BE,47.1857,7.074
2610,St-Imier,Canton de Berne,BE,47.1559,6.9933
2610,Les Pontins,Canton de Berne,BE,47.1308,7.0049
2610,Mont-Crosin,Canton de Berne,BE,47.1862,7.0307
2610,Mont-Soleil,Canton de Berne,BE,47.1529,6.9593
2612,Cormoret,Canton de Berne,BE,47.1679,7.0484
2613,Villeret,Canton de Berne,BE,47.1491,7.0309
2615,Sonvilier,Canton de Berne,BE,47.1336,6.9619
2615,Montagne-de-Sonvilier,Canton de Berne,BE,47.1207,6.9579
2616,Renan BE,Canton de Berne,BE,47.1072,6.9012
2710,Tavannes,Canton de Berne,BE,47.2216,7.1893
2712,Le Fuet,Canton de Berne,BE,47.2485,7.1751
2713,Bellelay,Canton de Berne,BE,47.264,7.1637
2715,Monible,Canton de Berne,BE,47.2797,7.1994
2715,Châtelat,Canton de Berne,BE,47.2683,7.1895
2716,Sornetan,Canton de Berne,BE,47.2728,7.2179
2717,Fornet-Dessous,Canton de Berne,BE,47.2771,7.1761
2717,Rebévelier,Canton de Berne,BE,47.2899,7.1861
2720,La Tanne,Canton de Berne,BE,47.2137,7.1413
2720,Tramelan,Canton de Berne,BE,47.23,7.1173
2722,Les Reussilles,Canton de Berne,BE,47.228,7.0711
2723,Mont-Tramelan,Canton de Berne,BE,47.2071,7.0657
2732,Saules BE,Canton de Berne,BE,47.2533,7.2221
2732,Reconvilier,Canton de Berne,BE,47.2248,7.2242
2732,Loveresse,Canton de Berne,BE,47.2408,7.2411
2732,Saicourt,Canton de Berne,BE,47.2462,7.2027
2733,Pontenet,Canton de Berne,BE,47.2498,7.2542
2735,Malleray-Bévilard,Canton de Berne,BE,47.2391,7.2714
2735,Bévilard,Canton de Berne,BE,47.2312,7.2855
2735,Malleray,Canton de Berne,BE,47.2377,7.2661
2735,Champoz,Canton de Berne,BE,47.2598,7.3107
2736,Sorvilier,Canton de Berne,BE,47.2315,7.3076
2738,Court,Canton de Berne,BE,47.239,7.3609
2740,Moutier,Canton de Berne,BE,47.2778,7.3602
2742,Perrefitte,Canton de Berne,BE,47.2774,7.3182
2743,Eschert,Canton de Berne,BE,47.2655,7.4076
2744,Belprahon,Canton de Berne,BE,47.2905,7.4041
2745,Grandval,Canton de Berne,BE,47.2836,7.428
2746,Crémines,Canton de Berne,BE,47.285,7.4514
2747,Corcelles BE,Canton de Berne,BE,47.2916,7.4714
2747,Seehof,Canton de Berne,BE,47.3048,7.5253
2748,Les Ecorcheresses,Canton de Berne,BE,47.2836,7.2637
2748,Souboz,Canton de Berne,BE,47.2722,7.2558
2762,Roches BE,Canton de Berne,BE,47.3039,7.3818
2827,Schelten,Canton de Berne,BE,47.3327,7.5531
2500,Biel/Bienne 6,Canton de Berne,BE,47.1492,7.2611
2500,Biel/Bienne 4,Canton de Berne,BE,47.1492,7.2611
2500,Biel/Bienne,Canton de Berne,BE,47.1371,7.2461
2501,Biel/Bienne,Canton de Berne,BE,47.1371,7.2461
2502,Biel/Bienne,Canton de Berne,BE,47.1489,7.2473
2503,Biel/Bienne,Canton de Berne,BE,47.1324,7.2551
2504,Biel/Bienne,Canton de Berne,BE,47.1574,7.2809
2505,Biel/Bienne,Canton de Berne,BE,47.1338,7.2171
2512,Tüscherz-Alfermée,Canton de Berne,BE,47.1217,7.1964
2513,Twann,Canton de Berne,BE,47.1053,7.1637
2514,Ligerz,Canton de Berne,BE,47.0905,7.1388
2532,Magglingen/Macolin,Canton de Berne,BE,47.142,7.2115
2532,Macolin,Canton de Berne,BE,47.139,7.2141
2533,Evilard,Canton de Berne,BE,47.1509,7.2359
2542,Pieterlen,Canton de Berne,BE,47.1739,7.328
2543,Lengnau BE,Canton de Berne,BE,47.182,7.3659
2552,Orpund,Canton de Berne,BE,47.1417,7.3031
2553,Safnern,Canton de Berne,BE,47.1523,7.322
2554,Meinisberg,Canton de Berne,BE,47.1614,7.3527
2555,Brügg BE,Canton de Berne,BE,47.128,7.2781
2556,Scheuren,Canton de Berne,BE,47.1323,7.3269
2556,Schwadernau,Canton de Berne,BE,47.1239,7.3173
2558,Aegerten,Canton de Berne,BE,47.1172,7.2851
2560,Nidau,Canton de Berne,BE,47.1244,7.2409
2562,Port,Canton de Berne,BE,47.1135,7.2591
2563,Ipsach,Canton de Berne,BE,47.1149,7.2314
2564,Bellmund,Canton de Berne,BE,47.1024,7.2436
2572,Mörigen,Canton de Berne,BE,47.0843,7.2116
2572,Sutz,Canton de Berne,BE,47.0992,7.2188
2557,Studen BE,Canton de Berne,BE,47.1126,7.3029
2565,Jens,Canton de Berne,BE,47.0981,7.2691
